name,price,spec_score,display_inches,pixel_resolution,network_connection,smart_tv,speakers,processor
Skywall 32SWELS Pro 32-inch Full HD Smart LED TV,"₹7,499",47,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle
Nokia 55UHDAQNDT5Q 55-inch Ultra HD 4K Smart QLED TV,"₹54,999",75,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 60 w Output","1.1 GHz Realtek Quad Core Processor Processor, 2 GB RAM, 16 GB Storage"
Sony Bravia XR-85Z9J 85-inch Ultra HD 8K Smart LED TV,"₹12,99,990",86,"85 in, LED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"Mid Range x2, Tweeter x4, Subwoofer x4 Speakers",16 GB Storage
Hisense 55U6G 55-inch Ultra HD 4K Smart QLED TV,"₹44,990",74,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","A53 Processor, 2 GB RAM, 16 GB Storage"
LG NanoCell 43NANO75TPZ 43-inch Ultra HD 4K Smart LED TV,"₹44,990",70,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage"
Sony Bravia X90J XR-65X90J 65-inch Ultra HD 4K Smart LED TV,"₹1,24,990",81,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",16 GB Storage
Haier LE42A6500GA 42-inch Full HD Smart LED TV,"₹27,990",55,"42 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Blaupunkt 32CSA7101 32-inch HD Ready Smart LED TV,"₹9,999",53,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex-A53 Processor, 1 GB RAM, 8 GB Storage"
TCL 55C825 55-inch Ultra HD 4K Smart QLED TV,"₹69,999",80,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","3 GB RAM, 32 GB Storage"
Samsung 43AU9070 43-inch Ultra HD 4K Smart LED TV,"₹43,999",70,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
TCL C825 65-inch Ultra HD 4K Smart QLED TV,"₹89,999",75,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle
Samsung 55AU8000 55-inch Ultra HD 4K Smart LED TV,"₹57,990",73,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Samsung 55Q60AAK 55-inch Ultra HD 4K Smart QLED TV,"₹74,999",75,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Samsung Crystal 70AU7700 70-inch Ultra HD 4K Smart LED TV,"₹1,05,990",75,"70 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Samsung Crystal 50AU7500 50-inch Ultra HD 4K Smart LED TV,"₹48,849",68,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
OnePlus U1S 65-inch Ultra HD 4K Smart LED TV,"₹61,999",73,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 30 w Output","2 GB RAM, 16 GB Storage"
Panasonic TH-55JX750DX 55-inch Ultra HD 4K Smart LED TV,"₹57,990",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Panasonic TH-43JX750DX 43-inch Ultra HD 4K Smart LED TV,"₹32,990",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",16 GB Storage
Sony Bravia X80J KD-43X80J 43-inch Ultra HD 4K Smart LED TV,"₹54,000",71,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",4K HDR Processor X1 Processor
VW VW32A 32-inch HD Ready LED TV,"₹6,499",36,"32 in, LED TV",1366 x 768 pixels,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No
VW VW24S 24-inch HD Ready Smart LED TV,"₹6,799",43,"24 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output","Mali-400MP2 Processor, 512 MB RAM, 4 GB Storage"
Samsung QN90A 55-inch Ultra HD 4K Smart Neo QLED TV (QA55QN90AAKLXL),"₹1,40,160",79,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 60 w Output",178 ° Viewing Angle
Samsung QA50QN90AAKLXL 50-inch Ultra HD 4K Neo QLED TV,"₹84,890",73,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output",178 ° Viewing Angle
Samsung QN900A 85-inch Ultra HD 8K Neo QLED TV,"₹12,49,990",87,"85 in, QLED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"6 Speakers, 80 w Output",178 ° Viewing Angle
VW VW24A 24-inch HD Ready LED TV,"₹5,299",32,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports"
Foxsky 40FS 40-inch Full HD Smart LED TV,"₹12,999",54,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","Dual Core Processor, 1 GB RAM, 8 GB Storage"
TCL P725 55-inch Ultra HD 4K Smart LED TV,"₹39,990",72,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",64-bit A55×4 1.3GHz Processor
TCL X12 85-inch Ultra HD 8K Smart Mini LED,"₹1,12,990",81,"75 in, QLED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 25 w Output","Quad Core Processor, 16 GB Storage"
Thomson 43PATH2121 42-inch Full HD Smart LED TV,"₹17,999",56,"42 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","ARM Cortex-A53 Processor, 1 GB RAM, 8 GB Storage"
iFFALCON by TCL 43K61 43-inch Ultra HD 4K Smart LED TV,"₹20,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Amlogic 64bit A55 Processor, 2 GB RAM, 16 GB Storage"
Sanyo Kaizen Series XT-65UHD4S 65-inch Ultra HD 4K Smart LED TV,"₹39,999",76,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
Xiaomi Mi TV Lux 82-inch Ultra HD 4K Smart OLED TV,"₹1,08,990",83,"82 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output","Cortex A73 MediaTek MT9650  Processor, 4 GB RAM, 64 GB Storage"
Realme TV 55-inch Ultra HD 4K Smart SLED TV,"₹38,999",58,"55 in, SLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 24 w Output",Quad Core Processor
Haier LE43K6600UGA 43-inch Ultra HD 4K Smart LED TV,"₹33,990",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
OnePlus 43Y1 43-inch Full HD Smart LED TV,"₹24,999",50,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Haier LE65K6600HQGA Ultra HD 4K Smart LED TV,"₹63,690",71,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Samsung 43T5310AK 43-inch Full HD Smart LED TV,"₹30,200",43,43 in,"Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Vu Premium 65PM 65-inch Ultra HD 4K Smart LED TV,"₹50,999",75,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
Sony Bravia 32W6100 32-inches HD Ready Smart LED TV,"₹26,000",48,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
TCL 50C715 50-inch Ultra HD 4K Smart QLED TV,"₹48,800",71,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM Cortex A55 Processor, 2 GB RAM, 16 GB Storage"
Xiaomi Redmi X65 65-inch Ultra HD 4K Smart LED TV,"₹59,999",74,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","MediaTek MT9611 Cortex-A55 Processor, 2 GB RAM, 16 GB Storage"
Realme TV 43-inch Full HD Smart LED TV,"₹21,999",57,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 24 w Output","MediaTek Quad core 6883 Processor, 1 GB RAM, 8 GB Storage"
Vu Premium 50PM 50-inch Ultra HD 4K Smart LED TV,"₹29,990",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
LG OLED75ZX 75-inch Ultra HD 4K Smart OLED TV,"₹5,00,990",66,"75 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,Ultra Slim,3D TV: No
LG Signature Z9 OLED88Z9PLA 88-inch Ultra HD 8K Smart OLED TV,"₹21,22,990",92,"88 in, OLED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output","Quad Core Processor, 3 GB RAM, 8 GB Storage"
Foxsky 32FSN 32-inch HD LED TV,"₹7,999",31,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,30 w Output,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Vu Ultra Android 32GA 32 inch HD Ready Smart LED TV,"₹13,990",50,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 4 GB Storage"
LG 43LM5600PTC 43-inch Full HD Smart LED TV,"₹32,850",56,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 4 GB Storage"
LG 32LM636BPTB 32-inch HD Ready Smart LED TV,"₹21,990",50,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor
LG 43LM5760PTC 43-inch Full HD Smart LED TV,"₹34,500",53,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor
Xiaomi Mi 4A PRO 32-inch HD Ready Smart LED TV,"₹14,999",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Amlogic Cortex A53  Processor, 1 GB RAM, 8 GB Storage"
LG Signature 65-inch Ultra HD 4K OLED TV,"₹7,00,000",65,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,100 w Output,Alpha 9 Processor
Detel DI19WLCD 19-inch HD Ready LCD TV,"₹3,999",20,"19 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 12 w Output","1 HDMI Ports, 1 USB Ports",3D TV: No
Xiaomi Mi TV 4S 75-inch Ultra HD 4K Smart LED TV,"₹79,900",74,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","Amlogic Cortex-A53 Processor, 2 GB RAM, 8 GB Storage"
Beston BS50UW1 50 inch Ultra HD 4K Smart LED TV,"₹25,999",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","ARM CA-55 1.1GHz Processor, 1.5 GB RAM, 8 GB Storage"
VW VW32C2 32 inch HD Ready Smart LED TV,"₹7,999",46,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Quad Core Processor
TCL P635 75 inch Ultra HD 4K Smart LED TV (75P635),"₹99,990",79,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","2 GB RAM, 16 GB Storage"
Nextview NV2FH32SL9 32 inch Full HD Smart LED TV,"₹10,200",53,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage"
AmazonBasics Fire TV 32 inch HD Ready Smart LED TV (2023 Model),"₹12,799",51,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output","ARM Cortex-A35 Processor, 1.5 GB RAM, 8 GB Storage"
TCL 32S5400A 32 inch HD Ready Smart LED TV,"₹13,490",51,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",1 GB RAM
LG QNED81 75 inch Ultra HD 4K Smart QNED TV (75QNED81SQA),"₹2,19,990",80,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output",178 ° Viewing Angle
Wybor 43WFS -C9 43 inch Full HD Smart LED TV,"₹19,990",47,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","3 HDMI Ports, 2 USB Ports"
SENS SENS32WCSHD 32 inch HD Ready Smart LED TV,"₹7,999",46,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",Mali G31 Processor
Intex LED-SHF3265 32 inch HD Ready Smart LED TV,"₹10,999",44,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
LG C2X 65 inch Ultra HD 4K Smart OLED TV (OLED65C2XSC),"₹1,74,990",81,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","4 HDMI Ports, 3 USB Ports"
SENS Dwinci 55 inch Ultra HD 4K Smart QLED TV (SENS55WGSQLED),"₹33,999",72,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
BeethoSOL LEDSTVBG3285HD27-EK 32 inch HD Ready Smart LED TV,"₹7,299",43,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 24 w Output","512 MB RAM, 4 GB Storage"
Toshiba 75C350LP 75 inch Ultra HD 4K Smart LED TV,"₹89,990",79,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","REGZA Engine 4K Processor, 2 GB RAM, 16 GB Storage"
BPL 32H-A1000 32 inch HD Ready LED TV,"₹14,686",36,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 16 w Output","3 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio"
Gangnam Street LEDSMTGG3285HD27-EK 32 inch HD Ready Smart LED TV,"₹9,999",42,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 24 w Output","2 HDMI Ports, 2 USB Ports"
Hisense 65A7H Ultra HD 4K Smart LED TV,"₹59,990",79,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"3 Speakers, 61 w Output","2 GB RAM, 16 GB Storage"
TCL 32S5201 32 inch HD Ready Smart LED TV,"₹13,990",39,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 16 w Output","2 HDMI Ports, 1 USB Ports"
VW Frameless VW43F1 43 inches Full HD Smart LED TV,"₹15,999",55,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
VW Frameless VW32AFL 32 inches HD Ready LED TV,"₹7,499",32,"32 in, LED TV",1366 x 768 pixels,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio"
LeTV Super TV G70S 70 inch Ultra HD 4K Smart LED TV,"₹29,990",73,"70 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","dual-core A72 and dual-core A53 Chips Processor, 3 GB RAM, 32 GB Storage"
Sansui JSW65ASUHDFF 65 inch Ultra HD 4K Smart LED TV,"₹55,999",71,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 2 w Output","2 GB RAM, 8 GB Storage"
Acer P Series AR40AR2841FDFL 40 inch Full HD Smart LED TV,"₹18,999",56,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","1.5 GB RAM, 8 GB Storage"
Intex SH4033 40 inch HD Ready Smart LED TV,"₹16,999",50,"40 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage"
Intex WOS4304U 43-inch Ultra HD 4K Smart LED TV,"₹25,999",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","Mali-G31 MP2 700 MHz Processor, 1.5 GB RAM, 8 GB Storage"
XElectron 32XE-11 32 inch HD Ready Smart LED TV,"₹8,999",51,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage"
Dyanora DY-LD43F1S 43 inch Full HD Smart LED TV,"₹13,999",50,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","Quad Core Processor-A35 x 4 Processor, 512 MB RAM, 4 GB Storage"
NDGO N-32FL4K 32 inch Ultra HD 4K Smart LED TV,"₹15,499",58,"31.5 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
iFFALCON by TCL iFF65U62 65 inch Ultra HD 4K Smart LED TV,"₹55,999",68,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 24 w Output",2 GB RAM
Panasonic TH-55LX710DX 55 inch Ultra HD 4K Smart LED TV,"₹51,000",63,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","3 HDMI Ports, 2 USB Ports"
LG 70UQ8040PSB 70 Inches Ultra HD 4K Smart LED TV,"₹97,990",64,"70 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",α5 Gen5 AI Processor  Processor
HiSense A7H 55 Inch Ultra HD 4K Smart LED TV,"₹43,990",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"6 Speakers, 102 w Output","2 GB RAM, 16 GB Storage"
LG 55NANO80SQA 55 inch Ultra HD 4K Smart LED TV,"₹61,990",67,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Samsung UA32T4600AKXXL 32 Inch HD Ready Smart LED TV,"₹23,490",41,"32 in, LED TV",366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Samsung 75BU8000K 75 inch Ultra HD 4K Smart LED TV,"₹1,39,990",63,"74.41 in, LED TV","4K Resolution, 840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
LG OLED48C2PSA 48 inch Ultra HD 4K OLED Smart TV,"₹1,03,890",77,"48 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
LG 65UQ9000PSD 65 Inch Ultra HD 4K Smart LED TV,"₹88,350",73,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Croma Fire TV EL7366 43 Inch Ultra HD 4K LED Smart TV,"₹28,990",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage"
Croma Fire TV EL7368 55 Inch Ultra HD 4K LED Smart TV,"₹37,990",70,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",8 GB Storage
Acer 50UHD H Series 50 inch Ultra HD 4K Smart LED TV,"₹34,999",74,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 60 w Output","2 GB RAM, 16 GB Storage"
Acer 32HD S Series 32 inch HD Ready Smart LED TV,"₹14,999",54,"32 in, LED TV",1399 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","1.5 GB RAM, 8 GB Storage"
Motorola Revou 2 43UHDADMVVGE 43 inch Ultra HD 4K Smart LED TV (Sound by boAt),"₹22,999",70,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","2 GB RAM, 8 GB Storage"
LG UQ75 65 inch Ultra HD 4K Smart LED TV (65UQ7550PSF),"₹87,990",69,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",α5 Gen5 AI Processor 4K Processor
Thomson Q50H1000 50 inch Ultra HD 4K Smart LED TV,"₹30,999",72,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","1 GB RAM, 16 GB Storage"
LG NANO73 55 inch Ultra HD 4K Smart LED TV (55NANO73SQA),"₹58,990",76,"54.72 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage"
LG NANO73 43 inch Ultra HD 4K Smart LED TV (43NANO73SQA),"₹39,990",71,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage"
iFFALCON 40F53 40 inch Full HD Smart LED TV,"₹15,999",48,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","CA55 x 4 Processor, 1 GB RAM"
Cellecor 32CS 32 inch Full HD Smart LED TV,"₹10,999",43,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
LG C2 OLED83C2PSA 83 inch Ultra HD 4K OLED Smart TV,"₹6,99,990",88,"83 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
Cellecor 40CS 40-inch Full HD Smart LED TV,"₹17,999",46,"40 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
LG OLED55C2XSC 55 inch Ultra HD 4K OLED Smart TV,"₹1,36,490",80,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle
