Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price
Frigidaire,Model4835,402.0,A,Double Door,Standard,Black,Stainless Steel,3.0,China,964.0
Siemens,Model4836,226.0,B,Side-by-Side,Standard,White,Plastic,7.0,China,1875.0
Haier,Model4839,335.0,A+,Double Door,Ice Dispenser,White,Plastic,8.0,Germany,660.0
Haier,Model4840,741.0,A++,Side-by-Side,Standard,Silver,Stainless Steel,7.0,India,489.0
Whirlpool,Model4842,236.0,A+,Single Door,Water Dispenser,Gray,Plastic,9.0,Germany,1074.0
Frigidaire,Model4844,777.0,A++,Double Door,Standard,Silver,Stainless Steel,6.0,China,1945.0
Bosch,Model4847,199.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,3.0,Germany,1223.0
LG,Model4848,586.0,B,Side-by-Side,Standard,White,Stainless Steel,3.0,China,376.0
Samsung,Model4849,488.0,A+,Side-by-Side,Water Dispenser,White,Stainless Steel,9.0,China,218.0
Samsung,Model4851,608.0,A,Side-by-Side,Standard,Gray,Glass,3.0,India,695.0
Siemens,Model4852,782.0,A+,Single Door,Standard,Black,Plastic,9.0,Germany,653.0
Frigidaire,Model4853,505.0,B,Double Door,Smart Connectivity,White,Stainless Steel,2.0,China,1890.0
Panasonic,Model4854,234.0,B,Single Door,Standard,White,Stainless Steel,2.0,Germany,1408.0
Samsung,Model4855,618.0,A+,Single Door,Standard,Silver,Stainless Steel,8.0,Germany,202.0
Siemens,Model4856,500.0,A,Single Door,Ice Dispenser,Black,Plastic,8.0,China,526.0
LG,Model4858,487.0,B,Double Door,Water Dispenser,Black,Plastic,6.0,China,627.0
GE,Model4859,180.0,A++,Single Door,Standard,Silver,Stainless Steel,1.0,China,325.0
Panasonic,Model4860,231.0,B,Single Door,Standard,Gray,Glass,2.0,USA,407.0
Br@ndX,Model4861,297.0,A++,Double Door,Smart Connectivity,Silver,Plastic,9.0,USA,445.0
Whirlpool,Model4862,737.0,A++,Single Door,Ice Dispenser,Gray,Plastic,1.0,Germany,1266.0
Samsung,Model4863,327.0,B,Double Door,Ice Dispenser,Black,Glass,2.0,Germany,1124.0
Siemens,Model4865,715.0,B,Side-by-Side,Ice Dispenser,Gray,Glass,6.0,India,1611.0
Whirlpool,Model4866,283.0,A++,Double Door,Standard,White,Plastic,7.0,India,1014.0
LG,Model4867,491.0,B,Side-by-Side,Water Dispenser,White,Stainless Steel,5.0,Germany,1153.0
LG,Model4869,389.0,B,Double Door,Standard,Silver,Plastic,7.0,India,1184.0
Samsung,Model4870,327.0,A,Side-by-Side,Water Dispenser,Black,Stainless Steel,7.0,USA,863.0
Samsung,Model4871,539.0,A++,Side-by-Side,Ice Dispenser,Black,Stainless Steel,2.0,USA,352.0
GE,Model4872,507.0,A+,Single Door,Ice Dispenser,White,Plastic,3.0,USA,1629.0
Whirlpool,Model4873,498.0,B,Double Door,Smart Connectivity,White,Stainless Steel,2.0,India,1589.0
LG,Model4875,550.0,A++,Single Door,Ice Dispenser,Gray,Plastic,6.0,India,678.0
Whirlpool,Model4876,611.0,B,Double Door,Smart Connectivity,Black,Plastic,9.0,India,1388.0
Panasonic,Model4877,262.0,A+,Side-by-Side,Water Dispenser,Silver,Stainless Steel,6.0,China,1148.0
Whirlpool,Model4879,638.0,A++,Double Door,Ice Dispenser,Silver,Stainless Steel,8.0,China,1174.0
Samsung,Model4881,125.0,A++,Side-by-Side,Water Dispenser,White,Plastic,4.0,India,1078.0
Frigidaire,Model4882,681.0,A++,Single Door,Water Dispenser,White,Glass,9.0,India,976.0
Frigidaire,Model4883,158.0,A++,Single Door,Ice Dispenser,Black,Glass,2.0,USA,822.0
Haier,Model4884,658.0,B,Double Door,Standard,Gray,Stainless Steel,6.0,India,448.0
Frigidaire,Model4886,345.0,A,Side-by-Side,Ice Dispenser,White,Glass,4.0,USA,632.0
Whirlpool,Model4889,558.0,A,Double Door,Standard,Silver,Stainless Steel,2.0,USA,1284.0
Frigidaire,Model4892,129.0,B,Double Door,Ice Dispenser,Gray,Plastic,4.0,China,664.0
Electrolux,Model4894,787.0,A++,Double Door,Standard,White,Stainless Steel,4.0,India,846.0
Bosch,Model4895,156.0,A++,Single Door,Standard,Black,Plastic,9.0,China,238.0
Frigidaire,Model4898,590.0,B,Single Door,Standard,Black,Plastic,8.0,USA,1563.0
Bosch,Model4899,182.0,A+,Double Door,Water Dispenser,Black,Plastic,8.0,USA,685.0
Samsung,Model4900,643.0,A+,Single Door,Smart Connectivity,Silver,Glass,4.0,USA,808.0
Panasonic,Model4901,527.0,B,Single Door,Water Dispenser,Black,Plastic,3.0,Germany,1023.0
Haier,Model4903,470.0,A,Double Door,Standard,Gray,Stainless Steel,2.0,India,586.0
Samsung,Model4905,580.0,A++,Single Door,Smart Connectivity,Black,Plastic,6.0,USA,1795.0
GE,Model4906,262.0,A+,Side-by-Side,Standard,Black,Glass,9.0,China,591.0
LG,Model4907,674.0,B,Single Door,Smart Connectivity,White,Stainless Steel,4.0,China,611.0
Frigidaire,Model4908,126.0,A++,Single Door,Ice Dispenser,Silver,Glass,2.0,China,274.0
Samsung,Model4909,203.0,A++,Side-by-Side,Smart Connectivity,Silver,Glass,1.0,Germany,1815.0
Siemens,Model4910,505.0,B,Single Door,Standard,Silver,Plastic,1.0,India,1003.0
Whirlpool,Model4911,427.0,A,Single Door,Water Dispenser,Silver,Glass,7.0,Germany,978.0
Panasonic,Model4912,283.0,A+,Side-by-Side,Smart Connectivity,Black,Glass,5.0,Germany,418.0
Samsung,Model4913,538.0,B,Side-by-Side,Smart Connectivity,White,Glass,2.0,USA,588.0
Frigidaire,Model4914,518.0,A+,Double Door,Ice Dispenser,White,Glass,8.0,USA,540.0
Samsung,Model4915,340.0,A+,Side-by-Side,Standard,Gray,Stainless Steel,5.0,China,1702.0
Haier,Model4916,720.0,A+,Double Door,Water Dispenser,Silver,Plastic,5.0,USA,330.0
Panasonic,Model4917,684.0,A,Single Door,Water Dispenser,Gray,Plastic,6.0,China,1846.0
Haier,Model4918,575.0,A++,Double Door,Standard,Black,Stainless Steel,8.0,India,833.0
Whirlpool,Model4919,711.0,A++,Single Door,Standard,Silver,Plastic,7.0,China,1279.0
Whirlpool,Model4921,112.0,A++,Single Door,Water Dispenser,Silver,Plastic,9.0,Germany,275.0
GE,Model4922,552.0,A++,Side-by-Side,Water Dispenser,Black,Glass,8.0,India,504.0
Siemens,Model4923,798.0,A++,Double Door,Smart Connectivity,Silver,Stainless Steel,8.0,China,1857.0
Bosch,Model4926,483.0,A,Single Door,Standard,Gray,Glass,3.0,USA,969.0
Panasonic,Model4927,322.0,A+,Double Door,Smart Connectivity,Gray,Glass,4.0,USA,633.0
Haier,Model4928,730.0,A,Double Door,Standard,Silver,Plastic,7.0,Germany,1704.0
Siemens,Model4930,731.0,A+,Side-by-Side,Ice Dispenser,Black,Stainless Steel,6.0,Germany,1175.0
Bosch,Model4932,448.0,A,Side-by-Side,Smart Connectivity,Black,Glass,9.0,Germany,965.0
GE,Model4933,200.0,A,Double Door,Standard,White,Stainless Steel,9.0,Germany,1456.0
Bosch,Model4935,329.0,A++,Double Door,Smart Connectivity,Black,Glass,1.0,China,1195.0
LG,Model4936,240.0,B,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,2.0,China,375.0
Haier,Model4937,290.0,A++,Double Door,Ice Dispenser,Black,Stainless Steel,5.0,India,321.0
GE,Model4938,669.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,8.0,USA,429.0
Electrolux,Model4941,134.0,B,Side-by-Side,Water Dispenser,White,Glass,9.0,China,1509.0
Whirlpool,Model4943,736.0,A++,Single Door,Standard,White,Plastic,2.0,USA,742.0
Frigidaire,Model4944,361.0,B,Double Door,Water Dispenser,Black,Glass,7.0,Germany,529.0
Haier,Model4945,723.0,A+,Single Door,Water Dispenser,White,Plastic,9.0,Germany,843.0
Electrolux,Model4947,670.0,A+,Side-by-Side,Water Dispenser,White,Glass,3.0,USA,1903.0
Haier,Model4951,775.0,B,Double Door,Standard,Silver,Plastic,7.0,India,1753.0
Electrolux,Model4953,512.0,A+,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,1.0,India,491.0
LG,Model4954,221.0,B,Single Door,Ice Dispenser,Silver,Stainless Steel,4.0,India,1732.0
GE,Model4955,547.0,A++,Side-by-Side,Water Dispenser,Silver,Glass,3.0,China,1709.0
Panasonic,Model4957,107.0,A++,Single Door,Water Dispenser,Black,Glass,5.0,Germany,1655.0
Panasonic,Model4961,729.0,A,Single Door,Standard,White,Stainless Steel,3.0,China,1590.0
Siemens,Model4962,265.0,A+,Double Door,Smart Connectivity,Black,Glass,9.0,USA,1602.0
Siemens,Model4964,396.0,A+,Single Door,Water Dispenser,Gray,Plastic,9.0,China,1967.0
Frigidaire,Model4967,742.0,A+,Single Door,Water Dispenser,White,Stainless Steel,8.0,China,572.0
GE,Model4969,288.0,A++,Single Door,Water Dispenser,Black,Stainless Steel,5.0,USA,1100.0
Whirlpool,Model4970,518.0,B,Double Door,Smart Connectivity,Black,Glass,1.0,China,1627.0
GE,Model4971,165.0,A,Single Door,Standard,Gray,Stainless Steel,1.0,USA,657.0
GE,Model4972,229.0,A++,Side-by-Side,Ice Dispenser,Black,Glass,1.0,China,691.0
LG,Model4975,458.0,A+,Double Door,Smart Connectivity,Gray,Plastic,5.0,USA,1657.0
Electrolux,Model4976,172.0,B,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,5.0,Germany,297.0
Electrolux,Model4977,445.0,A,Single Door,Standard,Silver,Glass,9.0,India,1062.0
Whirlpool,Model4978,760.0,B,Side-by-Side,Standard,Gray,Glass,5.0,USA,1469.0
Br@ndX,Model4980,364.0,A++,Side-by-Side,Water Dispenser,Silver,Plastic,4.0,USA,676.0
Electrolux,Model4981,527.0,A+,Double Door,Ice Dispenser,Silver,Glass,6.0,China,1399.0
Bosch,Model4982,229.0,A+,Single Door,Smart Connectivity,Gray,Stainless Steel,6.0,China,1719.0
Panasonic,Model4983,389.0,A++,Side-by-Side,Standard,Silver,Glass,4.0,India,528.0
Haier,Model4984,462.0,A,Double Door,Ice Dispenser,Black,Glass,5.0,Germany,605.0
GE,Model4985,396.0,A,Single Door,Smart Connectivity,Silver,Glass,3.0,China,763.0
Electrolux,Model4986,685.0,A,Single Door,Standard,Gray,Glass,7.0,USA,467.0
Haier,Model4987,413.0,B,Side-by-Side,Ice Dispenser,White,Stainless Steel,3.0,India,1032.0
Samsung,Model4988,236.0,A+,Single Door,Standard,Black,Glass,9.0,USA,1515.0
Bosch,Model4990,749.0,A++,Side-by-Side,Standard,Black,Plastic,9.0,India,1887.0
Bosch,Model4992,702.0,B,Side-by-Side,Water Dispenser,Black,Plastic,2.0,USA,1060.0
Panasonic,Model4994,769.0,A+,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,8.0,USA,1787.0
Samsung,Model4996,258.0,A+,Single Door,Standard,Gray,Plastic,9.0,Germany,1723.0
Frigidaire,Model4997,760.0,A+,Single Door,Standard,White,Plastic,6.0,Germany,1368.0
Bosch,Model4998,343.0,A+,Side-by-Side,Water Dispenser,Black,Stainless Steel,6.0,USA,1842.0
Samsung,Model4999,721.0,A+,Single Door,Ice Dispenser,White,Glass,4.0,China,484.0
Samsung,Model5001,691.0,A++,Side-by-Side,Water Dispenser,Silver,Stainless Steel,3.0,USA,729.0
Panasonic,Model5003,468.0,B,Double Door,Smart Connectivity,Black,Glass,5.0,India,1536.0
Samsung,Model5004,406.0,A,Double Door,Standard,White,Plastic,9.0,Germany,233.0
Bosch,Model5005,523.0,A++,Double Door,Water Dispenser,Silver,Glass,8.0,China,430.0
Panasonic,Model5006,558.0,A++,Double Door,Ice Dispenser,Gray,Stainless Steel,4.0,India,1700.0
Haier,Model5010,280.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,5.0,India,255.0
Electrolux,Model5012,343.0,B,Single Door,Standard,Silver,Stainless Steel,5.0,USA,490.0
Siemens,Model5014,473.0,B,Side-by-Side,Water Dispenser,Gray,Glass,8.0,India,322.0
Samsung,Model5015,597.0,B,Single Door,Standard,Silver,Plastic,4.0,India,1630.0
Frigidaire,Model5016,549.0,A+,Single Door,Ice Dispenser,Gray,Glass,1.0,India,1710.0
GE,Model5017,740.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,1.0,China,533.0
LG,Model5018,260.0,A,Side-by-Side,Water Dispenser,Black,Plastic,1.0,China,494.0
LG,Model5019,612.0,B,Side-by-Side,Standard,Silver,Plastic,4.0,India,1689.0
Bosch,Model5020,273.0,A+,Side-by-Side,Standard,Gray,Stainless Steel,3.0,Germany,1252.0
Frigidaire,Model5022,464.0,A+,Side-by-Side,Smart Connectivity,Black,Glass,2.0,China,1628.0
LG,Model5023,182.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,5.0,Germany,224.0
GE,Model5027,301.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,5.0,India,412.0
Whirlpool,Model5028,681.0,A++,Double Door,Standard,Silver,Stainless Steel,7.0,China,575.0
Frigidaire,Model5029,264.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,8.0,USA,1317.0
Whirlpool,Model5032,730.0,A+,Double Door,Water Dispenser,Black,Glass,8.0,USA,1454.0
Panasonic,Model5033,673.0,A++,Side-by-Side,Smart Connectivity,Silver,Glass,7.0,China,597.0
Electrolux,Model5034,306.0,A+,Double Door,Smart Connectivity,White,Glass,8.0,China,1452.0
Haier,Model5035,435.0,A++,Single Door,Water Dispenser,Silver,Glass,8.0,Germany,600.0
Whirlpool,Model5036,145.0,A+,Side-by-Side,Water Dispenser,Gray,Plastic,2.0,India,1724.0
Electrolux,Model5038,792.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,7.0,Germany,1273.0
Electrolux,Model5040,731.0,A++,Single Door,Smart Connectivity,Silver,Plastic,4.0,USA,1821.0
Frigidaire,Model5042,497.0,B,Double Door,Standard,Silver,Plastic,5.0,Germany,1498.0
Haier,Model5043,708.0,A,Double Door,Smart Connectivity,Silver,Glass,9.0,China,238.0
GE,Model5044,310.0,A+,Double Door,Water Dispenser,Black,Glass,3.0,China,521.0
Frigidaire,Model5045,566.0,B,Single Door,Ice Dispenser,White,Plastic,6.0,Germany,608.0
Panasonic,Model5046,270.0,A,Single Door,Standard,Silver,Stainless Steel,4.0,USA,1399.0
LG,Model5048,293.0,A++,Single Door,Water Dispenser,Gray,Stainless Steel,6.0,China,1720.0
Bosch,Model5049,681.0,A,Single Door,Water Dispenser,Silver,Glass,7.0,China,1079.0
LG,Model5053,695.0,B,Side-by-Side,Ice Dispenser,Gray,Plastic,6.0,China,1186.0
Haier,Model5055,769.0,A+,Side-by-Side,Standard,Black,Stainless Steel,9.0,Germany,1963.0
Bosch,Model5056,613.0,A,Side-by-Side,Ice Dispenser,White,Plastic,6.0,Germany,1046.0
LG,Model5059,719.0,A++,Double Door,Ice Dispenser,Silver,Glass,4.0,Germany,413.0
Bosch,Model5060,710.0,A,Double Door,Standard,Black,Glass,9.0,Germany,1632.0
Bosch,Model5062,278.0,A,Side-by-Side,Standard,White,Glass,8.0,India,1212.0
LG,Model5063,724.0,A++,Single Door,Standard,White,Stainless Steel,9.0,Germany,1164.0
Frigidaire,Model5064,135.0,A,Double Door,Standard,Gray,Stainless Steel,3.0,USA,720.0
GE,Model5065,712.0,A++,Single Door,Smart Connectivity,Gray,Plastic,3.0,USA,499.0
Bosch,Model5067,505.0,A,Double Door,Standard,Silver,Stainless Steel,9.0,USA,1341.0
Samsung,Model5071,181.0,A,Side-by-Side,Water Dispenser,White,Stainless Steel,9.0,China,1291.0
Electrolux,Model5072,349.0,A++,Side-by-Side,Water Dispenser,White,Glass,3.0,USA,1681.0
Bosch,Model5074,384.0,A,Double Door,Ice Dispenser,Black,Stainless Steel,5.0,Germany,811.0
LG,Model5075,406.0,A+,Double Door,Water Dispenser,White,Stainless Steel,4.0,Germany,1211.0
Siemens,Model5079,770.0,A,Single Door,Standard,Black,Plastic,4.0,China,868.0
Electrolux,Model5081,737.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,4.0,China,1290.0
GE,Model5082,472.0,B,Side-by-Side,Smart Connectivity,White,Plastic,9.0,China,1240.0
Samsung,Model5085,200.0,A,Side-by-Side,Smart Connectivity,White,Stainless Steel,8.0,China,871.0
LG,Model5086,474.0,A,Side-by-Side,Water Dispenser,Black,Stainless Steel,9.0,USA,505.0
Siemens,Model5089,133.0,A,Single Door,Ice Dispenser,White,Plastic,1.0,Germany,878.0
Samsung,Model5090,794.0,A+,Single Door,Standard,Silver,Glass,4.0,China,578.0
Panasonic,Model5091,106.0,A+,Single Door,Ice Dispenser,White,Stainless Steel,3.0,India,1971.0
LG,Model5092,561.0,B,Double Door,Water Dispenser,Black,Glass,4.0,China,1177.0
GE,Model5095,685.0,A++,Single Door,Water Dispenser,Gray,Stainless Steel,9.0,China,1565.0
Samsung,Model5096,133.0,A+,Side-by-Side,Water Dispenser,Black,Glass,1.0,China,1115.0
Samsung,Model5097,707.0,A+,Double Door,Water Dispenser,Silver,Plastic,7.0,USA,1827.0
Electrolux,Model5100,276.0,A++,Side-by-Side,Standard,Black,Plastic,9.0,Germany,1431.0
Electrolux,Model5103,465.0,B,Double Door,Ice Dispenser,White,Plastic,4.0,China,1112.0
LG,Model5105,436.0,B,Side-by-Side,Standard,White,Glass,1.0,USA,582.0
Siemens,Model5106,729.0,A+,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,7.0,India,937.0
Panasonic,Model5108,154.0,A++,Side-by-Side,Water Dispenser,Black,Glass,5.0,USA,1550.0
Panasonic,Model5110,772.0,B,Side-by-Side,Standard,Gray,Stainless Steel,7.0,India,311.0
Panasonic,Model5111,615.0,A+,Double Door,Smart Connectivity,Black,Glass,8.0,India,1320.0
GE,Model5112,447.0,B,Side-by-Side,Water Dispenser,Black,Glass,9.0,Germany,609.0
GE,Model5115,660.0,A++,Double Door,Ice Dispenser,Silver,Plastic,1.0,USA,801.0
Siemens,Model5117,398.0,B,Double Door,Standard,Gray,Glass,1.0,China,428.0
GE,Model5118,795.0,A+,Side-by-Side,Smart Connectivity,Silver,Glass,6.0,USA,828.0
Electrolux,Model5122,593.0,A+,Single Door,Water Dispenser,Silver,Glass,1.0,Germany,991.0
Whirlpool,Model5126,420.0,A++,Side-by-Side,Ice Dispenser,Gray,Glass,9.0,China,326.0
Whirlpool,Model5127,385.0,A+,Double Door,Ice Dispenser,Silver,Glass,1.0,USA,798.0
Frigidaire,Model5128,419.0,A++,Single Door,Water Dispenser,Silver,Plastic,4.0,China,452.0
Panasonic,Model5130,747.0,B,Side-by-Side,Standard,Silver,Stainless Steel,7.0,Germany,1187.0
GE,Model5132,347.0,A,Double Door,Smart Connectivity,Gray,Plastic,3.0,Germany,220.0
Panasonic,Model5135,497.0,A++,Side-by-Side,Standard,Gray,Glass,5.0,USA,1339.0
Haier,Model5136,298.0,B,Single Door,Water Dispenser,White,Stainless Steel,2.0,Germany,1376.0
Samsung,Model5137,786.0,A,Side-by-Side,Standard,Gray,Glass,8.0,Germany,1731.0
Panasonic,Model5138,636.0,A++,Single Door,Ice Dispenser,Black,Plastic,5.0,China,1414.0
Bosch,Model5141,678.0,A++,Single Door,Standard,White,Glass,6.0,India,921.0
Frigidaire,Model5142,489.0,A+,Double Door,Standard,White,Plastic,6.0,China,1311.0
Siemens,Model5144,690.0,A+,Double Door,Standard,Gray,Glass,7.0,India,560.0
Siemens,Model5145,514.0,A++,Side-by-Side,Standard,Silver,Stainless Steel,1.0,Germany,507.0
Panasonic,Model5146,187.0,A,Single Door,Water Dispenser,Silver,Plastic,7.0,Germany,508.0
Bosch,Model5149,636.0,A+,Double Door,Water Dispenser,Black,Stainless Steel,7.0,USA,671.0
Electrolux,Model5152,469.0,A,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,4.0,China,222.0
Siemens,Model5155,207.0,A+,Side-by-Side,Ice Dispenser,Black,Stainless Steel,3.0,India,858.0
Siemens,Model5156,763.0,B,Single Door,Water Dispenser,Silver,Stainless Steel,1.0,Germany,1252.0
Whirlpool,Model5159,509.0,B,Side-by-Side,Standard,Gray,Stainless Steel,9.0,India,1928.0
Siemens,Model5160,472.0,A++,Side-by-Side,Water Dispenser,White,Glass,7.0,China,1876.0
LG,Model5161,617.0,A+,Double Door,Standard,Black,Stainless Steel,5.0,USA,1943.0
Bosch,Model5162,168.0,B,Side-by-Side,Smart Connectivity,White,Stainless Steel,6.0,China,1978.0
Electrolux,Model5163,177.0,B,Single Door,Standard,Gray,Stainless Steel,3.0,USA,1575.0
Samsung,Model5164,759.0,B,Double Door,Ice Dispenser,White,Stainless Steel,6.0,India,1856.0
LG,Model5165,494.0,B,Side-by-Side,Ice Dispenser,Black,Stainless Steel,3.0,India,638.0
Panasonic,Model5167,449.0,A++,Side-by-Side,Smart Connectivity,Black,Stainless Steel,7.0,Germany,767.0
Samsung,Model5169,570.0,A++,Single Door,Standard,White,Glass,3.0,China,1696.0
Panasonic,Model5173,143.0,A+,Double Door,Smart Connectivity,White,Glass,1.0,China,999.0
LG,Model5174,586.0,A,Single Door,Standard,Gray,Glass,2.0,China,1206.0
Panasonic,Model5176,357.0,A++,Side-by-Side,Water Dispenser,White,Plastic,2.0,Germany,422.0
GE,Model5177,251.0,A,Side-by-Side,Standard,White,Stainless Steel,8.0,Germany,1260.0
Haier,Model5178,764.0,A+,Double Door,Water Dispenser,Silver,Glass,9.0,India,380.0
Bosch,Model5179,462.0,A+,Single Door,Smart Connectivity,Gray,Plastic,8.0,USA,876.0
Siemens,Model5181,764.0,A,Double Door,Ice Dispenser,Gray,Glass,6.0,Germany,461.0
Haier,Model5184,243.0,A+,Double Door,Standard,Silver,Glass,8.0,Germany,1629.0
LG,Model5187,616.0,A++,Double Door,Standard,Black,Plastic,8.0,USA,792.0
Bosch,Model5188,455.0,A++,Side-by-Side,Water Dispenser,Black,Plastic,6.0,Germany,1563.0
Bosch,Model5190,712.0,A+,Double Door,Smart Connectivity,White,Plastic,6.0,USA,1782.0
Haier,Model5191,525.0,A++,Double Door,Water Dispenser,Gray,Glass,4.0,USA,1527.0
Panasonic,Model5192,511.0,A++,Double Door,Ice Dispenser,Black,Stainless Steel,4.0,India,273.0
LG,Model5194,352.0,A+,Double Door,Smart Connectivity,Silver,Plastic,4.0,USA,860.0
Panasonic,Model5195,787.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,7.0,USA,1233.0
Frigidaire,Model5199,475.0,A+,Side-by-Side,Ice Dispenser,Black,Stainless Steel,6.0,Germany,219.0
Siemens,Model5201,485.0,A+,Single Door,Water Dispenser,Silver,Glass,1.0,India,694.0
Siemens,Model5202,622.0,A++,Single Door,Ice Dispenser,Silver,Plastic,3.0,Germany,1556.0
Electrolux,Model5204,326.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,Germany,1310.0
Whirlpool,Model5205,321.0,A++,Double Door,Smart Connectivity,Silver,Plastic,1.0,China,601.0
Frigidaire,Model5207,558.0,B,Double Door,Water Dispenser,Silver,Glass,3.0,India,1383.0
LG,Model5208,776.0,A+,Side-by-Side,Standard,Silver,Glass,8.0,India,1139.0
Haier,Model5209,108.0,A+,Single Door,Standard,White,Plastic,2.0,India,702.0
Samsung,Model5210,477.0,A,Single Door,Ice Dispenser,White,Glass,8.0,China,494.0
Siemens,Model5211,227.0,A+,Single Door,Water Dispenser,Black,Stainless Steel,3.0,China,1382.0
Electrolux,Model5212,794.0,A++,Double Door,Water Dispenser,Silver,Glass,1.0,China,797.0
Panasonic,Model5213,732.0,A,Single Door,Ice Dispenser,Gray,Glass,9.0,India,1836.0
Whirlpool,Model5216,343.0,B,Side-by-Side,Smart Connectivity,Silver,Plastic,9.0,India,1489.0
LG,Model5218,512.0,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,6.0,USA,1617.0
Electrolux,Model5219,690.0,A+,Single Door,Smart Connectivity,Silver,Plastic,2.0,India,1485.0
Siemens,Model5221,540.0,A,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,7.0,USA,280.0
Haier,Model5223,311.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,2.0,India,1803.0
Frigidaire,Model5224,310.0,A+,Double Door,Standard,Black,Stainless Steel,7.0,USA,1258.0
GE,Model5225,638.0,A++,Double Door,Water Dispenser,Black,Plastic,4.0,Germany,1424.0
Bosch,Model5226,410.0,A+,Single Door,Smart Connectivity,Gray,Plastic,4.0,Germany,367.0
Bosch,Model5227,276.0,A++,Single Door,Standard,Gray,Stainless Steel,5.0,India,1751.0
Electrolux,Model5228,494.0,B,Side-by-Side,Water Dispenser,White,Glass,2.0,Germany,1125.0
